spare_cap_x_wl_total,spare_cap_x_sku_counts,spare_cap_sq,hH_x_lL,big_piece_share
10673390.003367,111111,102030201,0.11028925634104685,0.2727272727272727
16695615.0,205972,251032336,0.07863247851495726,0.07692307692307693
-12457010.419174999,-127925,56625625,0.09362360620159553,0.29411764705882354
16088292.4994022,179340,321628356,0.092075000145,0.2
4752812.498865,47670,11594025,0.09507227900034014,0.2857142857142857
10479196.669910999,116796,94731289,0.1002604168125,0.3333333333333333
14700476.249442901,150417,279324369,0.09876543190123456,0.4444444444444444
11766948.75,129396,1046457801,0.091874999925,0.25
8582598.75,110151,1348138089,0.08888888880000001,0.3333333333333333
13070598.75,161865,1048011129,0.08955555562111112,0.4
5756645.0,55796,18421264,0.08651380690029586,0.23076923076923078
15500650.832648601,164336,421973764,0.10789930563611111,0.25
7294072.918614999,75985,34164025,0.09472222232905983,0.23076923076923078
3990762.5,38077,8579041,0.10629848806048653,0.38461538461538464
7509014.164522001,70774,41396356,0.11026629926097337,0.36363636363636365
15400385.0,153307,194239969,0.07786960526069787,0.18181818181818182
12968015.004231,139623,161112249,0.0958677684292011,0.18181818181818182
16467300.000615599,166212,341067024,0.08142661172153634,0.2222222222222222
17963075.005818,191994,304642116,0.06858356273613407,0.18181818181818182
10202132.5,108691,97634161,0.10163911844421489,0.2727272727272727
16482234.9994476,165720,274631184,0.079300000065,0.3
13837636.662676001,143664,143328784,0.07851080254753086,0.16666666666666666
15666676.667303199,171864,364657216,0.06966049400061729,0.1111111111111111
14744481.25,142497,250683889,0.09656378587139917,0.3333333333333333
16443440.0,173921,249987721,0.08029614314476584,0.18181818181818182
15128300.0,145620,261792400,0.08522633746625514,0.3333333333333333
13418813.332867201,139840,195552256,0.0866055554961111,0.3
9361631.669220999,91956,58721569,0.08737654318734567,0.3333333333333333
17434247.0840127,163048,415385161,0.08083333320000001,0.125
16628032.0826487,143773,421850521,0.09989795913775511,0.14285714285714285
10418860.836059,106301,66863329,0.08626890187725181,0.07692307692307693
13649393.337853,135590,183846481,0.101616666515,0.1
17788631.2506513,195390,381772521,0.07702777797388889,0.3
13294822.5,124396,967147801,0.07571180561111111,0.25
6665070.0,70905,22344529,0.07418765430234568,0.13333333333333333
-9665727.5,-97812,29528356,0.07888203028926612,0.2222222222222222
14744986.662252,145684,175403536,0.08149908160546374,0.18181818181818182
16934512.5,198864,617920164,0.08550347215486112,0.0
5078218.332059,49699,14615329,0.09058185398353057,0.38461538461538464
15146497.084192099,128815,663732169,0.10811111087888889,0.2
10586319.169573,122066,76020961,0.08627551021258503,0.2857142857142857
3066117.5,29471,5139289,0.104413214736785,0.23076923076923078
-5046300.0,-49840,9703225,0.0911805556298611,0.1875
13878548.75,136092,128618281,0.08464120367407407,0.25
14333600.0,161253,321018889,0.09902263359032921,0.2222222222222222
11191766.67016,104800,109830400,0.10575,0.3
16067505.0005442,163260,266538276,0.089516666735,0.2
16378875.0,170910,811395225,0.07986111131388889,0.16666666666666666
